,tahun,jenis_api,Nilai Produksi,Jumlah Hari,Tanggal Berangkat,Tanggal Kedatangan,nama_ikan_id,berat
236815,2020,Pukat hela dasar berpapan,200000,1,2020-10-13T00:00:00.000,2020-10-13T00:00:00.000,Kembung Perempuan [RAB],10
236974,2020,Pukat hela dasar berpapan,340000,1,2020-10-15T00:00:00.000,2020-10-15T00:00:00.000,Kembung Perempuan [RAB],17
237240,2020,Pukat hela dasar berpapan,340000,1,2020-10-17T00:00:00.000,2020-10-17T00:00:00.000,Kembung Perempuan [RAB],17
237387,2020,Pukat hela dasar berpapan,440000,1,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,Kembung Perempuan [RAB],22
237467,2020,Pukat hela dasar berpapan,300000,1,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,Kembung Perempuan [RAB],15
238889,2020,Bagan perahu,120000,3,2020-11-05T00:00:00.000,2020-11-07T00:00:00.000,Kembung Perempuan [RAB],8
239183,2020,Bagan perahu,1188000,3,2020-11-07T00:00:00.000,2020-11-09T00:00:00.000,Kembung Perempuan [RAB],66
239406,2020,Pukat hela dasar berpapan,1620000,1,2020-11-12T00:00:00.000,2020-11-12T00:00:00.000,Kembung Perempuan [RAB],81
240751,2020,Pukat hela dasar berpapan,850000,1,2020-12-12T00:00:00.000,2020-12-12T00:00:00.000,Kembung Perempuan [RAB],34
240769,2020,Pukat hela dasar berpapan,110000,1,2020-12-13T00:00:00.000,2020-12-13T00:00:00.000,Kembung Perempuan [RAB],44
240896,2020,Pukat hela dasar berpapan,1375000,1,2020-12-15T00:00:00.000,2020-12-15T00:00:00.000,Kembung Perempuan [RAB],55
240945,2020,Pukat hela dasar berpapan,1310000,1,2020-12-16T00:00:00.000,2020-12-16T00:00:00.000,Kembung Perempuan [RAB],524
241409,2020,Pukat hela dasar berpapan,825000,2,2020-12-29T00:00:00.000,2020-12-30T00:00:00.000,Kembung Perempuan [RAB],33
245454,2020,Jaring insang berlapis,87500,2,2020-01-04T00:00:00.000,2020-01-05T00:00:00.000,Kembung Perempuan [RAB],35
245602,2020,Jaring insang berlapis,243000,2,2020-01-05T00:00:00.000,2020-01-06T00:00:00.000,Kembung Perempuan [RAB],9
245613,2020,Jaring insang berlapis,567000,2,2020-01-05T00:00:00.000,2020-01-06T00:00:00.000,Kembung Perempuan [RAB],21
245617,2020,Jaring insang berlapis,675000,2,2020-01-05T00:00:00.000,2020-01-06T00:00:00.000,Kembung Perempuan [RAB],25
245622,2020,Jaring insang berlapis,1053000,2,2020-01-05T00:00:00.000,2020-01-06T00:00:00.000,Kembung Perempuan [RAB],39
245717,2020,Jaring insang berlapis,580500,2,2020-01-06T00:00:00.000,2020-01-07T00:00:00.000,Kembung Perempuan [RAB],215
245719,2020,Jaring insang berlapis,945000,2,2020-01-06T00:00:00.000,2020-01-07T00:00:00.000,Kembung Perempuan [RAB],35
245787,2020,Jaring insang berlapis,162000,2,2020-01-07T00:00:00.000,2020-01-08T00:00:00.000,Kembung Perempuan [RAB],6
245813,2020,Jaring insang berlapis,351000,2,2020-01-07T00:00:00.000,2020-01-08T00:00:00.000,Kembung Perempuan [RAB],13
245817,2020,Jaring insang berlapis,405000,2,2020-01-07T00:00:00.000,2020-01-08T00:00:00.000,Kembung Perempuan [RAB],15
245896,2020,Jaring insang berlapis,162000,2,2020-01-08T00:00:00.000,2020-01-09T00:00:00.000,Kembung Perempuan [RAB],6
245910,2020,Jaring insang berlapis,310500,2,2020-01-08T00:00:00.000,2020-01-09T00:00:00.000,Kembung Perempuan [RAB],115
245912,2020,Jaring insang berlapis,324000,2,2020-01-08T00:00:00.000,2020-01-09T00:00:00.000,Kembung Perempuan [RAB],12
245986,2020,Pukat hela dasar berpapan,360000,1,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,Bawal Putih,4
246026,2020,Jaring insang berlapis,459000,2,2020-01-09T00:00:00.000,2020-01-10T00:00:00.000,Kembung Perempuan [RAB],17
246030,2020,Jaring insang berlapis,931500,2,2020-01-09T00:00:00.000,2020-01-10T00:00:00.000,Kembung Perempuan [RAB],345
246133,2020,Jaring insang berlapis,351000,2,2020-01-10T00:00:00.000,2020-01-11T00:00:00.000,Kembung Perempuan [RAB],13
246134,2020,Jaring insang berlapis,364500,2,2020-01-10T00:00:00.000,2020-01-11T00:00:00.000,Kembung Perempuan [RAB],135
246147,2020,Jaring insang berlapis,486000,2,2020-01-10T00:00:00.000,2020-01-11T00:00:00.000,Kembung Perempuan [RAB],18
246160,2020,Jaring insang berlapis,702000,2,2020-01-10T00:00:00.000,2020-01-11T00:00:00.000,Kembung Perempuan [RAB],26
246224,2020,Pukat hela dasar berpapan,360000,1,2020-01-12T00:00:00.000,2020-01-12T00:00:00.000,Bawal Putih,4
246244,2020,Pukat hela dasar berpapan,567000,1,2020-01-12T00:00:00.000,2020-01-12T00:00:00.000,Bawal Putih,63
246282,2020,Jaring insang berlapis,499500,2,2020-01-11T00:00:00.000,2020-01-12T00:00:00.000,Kembung Perempuan [RAB],185
246287,2020,Jaring insang berlapis,729000,2,2020-01-11T00:00:00.000,2020-01-12T00:00:00.000,Kembung Perempuan [RAB],27
246360,2020,Jaring insang berlapis,108000,2,2020-01-12T00:00:00.000,2020-01-13T00:00:00.000,Kembung Perempuan [RAB],4
246401,2020,Jaring insang berlapis,324000,2,2020-01-12T00:00:00.000,2020-01-13T00:00:00.000,Kembung Perempuan [RAB],12
246409,2020,Jaring insang berlapis,486000,2,2020-01-12T00:00:00.000,2020-01-13T00:00:00.000,Kembung Perempuan [RAB],18
246515,2020,Jaring insang berlapis,513000,2,2020-01-13T00:00:00.000,2020-01-14T00:00:00.000,Kembung Perempuan [RAB],19
246519,2020,Jaring insang berlapis,918000,2,2020-01-13T00:00:00.000,2020-01-14T00:00:00.000,Kembung Perempuan [RAB],34
246623,2020,Jaring insang berlapis,529200,2,2020-01-14T00:00:00.000,2020-01-15T00:00:00.000,Kembung Perempuan [RAB],196
246626,2020,Jaring insang berlapis,702000,2,2020-01-14T00:00:00.000,2020-01-15T00:00:00.000,Kembung Perempuan [RAB],26
246721,2020,Jaring insang berlapis,634500,2,2020-01-15T00:00:00.000,2020-01-16T00:00:00.000,Kembung Perempuan [RAB],235
246723,2020,Jaring insang berlapis,837000,2,2020-01-15T00:00:00.000,2020-01-16T00:00:00.000,Kembung Perempuan [RAB],31
246791,2020,Jaring insang berlapis,634500,2,2020-01-16T00:00:00.000,2020-01-17T00:00:00.000,Kembung Perempuan [RAB],235
246793,2020,Jaring insang berlapis,837000,2,2020-01-16T00:00:00.000,2020-01-17T00:00:00.000,Kembung Perempuan [RAB],31
246884,2020,Jaring insang berlapis,594000,2,2020-01-17T00:00:00.000,2020-01-18T00:00:00.000,Kembung Perempuan [RAB],22
246887,2020,Jaring insang berlapis,648000,2,2020-01-17T00:00:00.000,2020-01-18T00:00:00.000,Kembung Perempuan [RAB],24
246994,2020,Jaring insang berlapis,513000,2,2020-01-18T00:00:00.000,2020-01-19T00:00:00.000,Kembung Perempuan [RAB],19
246996,2020,Jaring insang berlapis,621000,2,2020-01-18T00:00:00.000,2020-01-19T00:00:00.000,Kembung Perempuan [RAB],23
247001,2020,Jaring insang berlapis,837000,2,2020-01-18T00:00:00.000,2020-01-19T00:00:00.000,Kembung Perempuan [RAB],31
247002,2020,Jaring insang berlapis,877500,2,2020-01-18T00:00:00.000,2020-01-19T00:00:00.000,Kembung Perempuan [RAB],325
247091,2020,Jaring insang berlapis,594000,2,2020-01-19T00:00:00.000,2020-01-20T00:00:00.000,Kembung Perempuan [RAB],22
247093,2020,Jaring insang berlapis,850500,2,2020-01-19T00:00:00.000,2020-01-20T00:00:00.000,Kembung Perempuan [RAB],315
247177,2020,Jaring insang berlapis,432000,2,2020-01-20T00:00:00.000,2020-01-21T00:00:00.000,Kembung Perempuan [RAB],16
247180,2020,Jaring insang berlapis,594000,2,2020-01-20T00:00:00.000,2020-01-21T00:00:00.000,Kembung Perempuan [RAB],22
247302,2020,Jaring insang berlapis,432000,2,2020-01-21T00:00:00.000,2020-01-22T00:00:00.000,Kembung Perempuan [RAB],16
247305,2020,Jaring insang berlapis,534600,2,2020-01-21T00:00:00.000,2020-01-22T00:00:00.000,Kembung Perempuan [RAB],198
247307,2020,Jaring insang berlapis,634500,2,2020-01-21T00:00:00.000,2020-01-22T00:00:00.000,Kembung Perempuan [RAB],235
247308,2020,Jaring insang berlapis,702000,2,2020-01-21T00:00:00.000,2020-01-22T00:00:00.000,Kembung Perempuan [RAB],26
247423,2020,Jaring insang berlapis,1107000,2,2020-01-22T00:00:00.000,2020-01-23T00:00:00.000,Kembung Perempuan [RAB],41
247536,2020,Jaring insang berlapis,796500,2,2020-01-23T00:00:00.000,2020-01-24T00:00:00.000,Kembung Perempuan [RAB],295
247540,2020,Jaring insang berlapis,945000,2,2020-01-23T00:00:00.000,2020-01-24T00:00:00.000,Kembung Perempuan [RAB],35
247554,2020,Jaring insang berlapis,1593000,2,2020-01-23T00:00:00.000,2020-01-24T00:00:00.000,Kembung Perempuan [RAB],59
247557,2020,Jaring insang berlapis,1674000,2,2020-01-23T00:00:00.000,2020-01-24T00:00:00.000,Kembung Perempuan [RAB],62
247650,2020,Jaring insang berlapis,280000,2,2020-01-24T00:00:00.000,2020-01-25T00:00:00.000,Kembung Perempuan [RAB],14
247653,2020,Jaring insang berlapis,350000,2,2020-01-24T00:00:00.000,2020-01-25T00:00:00.000,Kembung Perempuan [RAB],175
247759,2020,Jaring insang berlapis,783000,2,2020-01-25T00:00:00.000,2020-01-26T00:00:00.000,Kembung Perempuan [RAB],29
247760,2020,Jaring insang berlapis,864000,2,2020-01-25T00:00:00.000,2020-01-26T00:00:00.000,Kembung Perempuan [RAB],32
247862,2020,Jaring insang berlapis,189000,2,2020-01-26T00:00:00.000,2020-01-27T00:00:00.000,Kembung Perempuan [RAB],7
247868,2020,Jaring insang berlapis,270000,2,2020-01-26T00:00:00.000,2020-01-27T00:00:00.000,Kembung Perempuan [RAB],10
247872,2020,Jaring insang berlapis,351000,2,2020-01-26T00:00:00.000,2020-01-27T00:00:00.000,Kembung Perempuan [RAB],13
247956,2020,Jaring insang berlapis,135000,2,2020-01-27T00:00:00.000,2020-01-28T00:00:00.000,Kembung Perempuan [RAB],5
247973,2020,Jaring insang berlapis,256500,2,2020-01-27T00:00:00.000,2020-01-28T00:00:00.000,Kembung Perempuan [RAB],95
248166,2020,Jaring insang berlapis,310500,2,2020-01-29T00:00:00.000,2020-01-30T00:00:00.000,Kembung Perempuan [RAB],115
248243,2020,Jaring insang berlapis,486000,2,2020-01-30T00:00:00.000,2020-01-31T00:00:00.000,Kembung Perempuan [RAB],18
248251,2020,Jaring insang berlapis,972000,2,2020-01-30T00:00:00.000,2020-01-31T00:00:00.000,Kembung Perempuan [RAB],36
248327,2020,Jaring insang berlapis,378000,2,2020-01-31T00:00:00.000,2020-02-01T00:00:00.000,Kembung Perempuan [RAB],14
248333,2020,Jaring insang berlapis,783000,2,2020-01-31T00:00:00.000,2020-02-01T00:00:00.000,Kembung Perempuan [RAB],29
248425,2020,Jaring insang berlapis,918000,2,2020-02-01T00:00:00.000,2020-02-02T00:00:00.000,Kembung Perempuan [RAB],34
248430,2020,Jaring insang berlapis,1296000,2,2020-02-01T00:00:00.000,2020-02-02T00:00:00.000,Kembung Perempuan [RAB],48
248505,2020,Jaring insang berlapis,115000,2,2020-02-03T00:00:00.000,2020-02-04T00:00:00.000,Kembung Perempuan [RAB],5
248521,2020,Jaring insang berlapis,322000,2,2020-02-03T00:00:00.000,2020-02-04T00:00:00.000,Kembung Perempuan [RAB],14
248593,2020,Jaring insang berlapis,270000,2,2020-02-04T00:00:00.000,2020-02-05T00:00:00.000,Kembung Perempuan [RAB],10
248630,2020,Jaring insang berlapis,550000,2,2020-02-05T00:00:00.000,2020-02-06T00:00:00.000,Kembung Perempuan [RAB],22
248678,2020,Jaring insang berlapis,378000,2,2020-02-06T00:00:00.000,2020-02-07T00:00:00.000,Kembung Perempuan [RAB],14
248685,2020,Jaring insang berlapis,783000,2,2020-02-06T00:00:00.000,2020-02-07T00:00:00.000,Kembung Perempuan [RAB],29
248761,2020,Jaring insang berlapis,796500,2,2020-02-07T00:00:00.000,2020-02-08T00:00:00.000,Kembung Perempuan [RAB],295
248765,2020,Jaring insang berlapis,945000,2,2020-02-07T00:00:00.000,2020-02-08T00:00:00.000,Kembung Perempuan [RAB],35
248779,2020,Jaring insang berlapis,1593000,2,2020-02-07T00:00:00.000,2020-02-08T00:00:00.000,Kembung Perempuan [RAB],59
248782,2020,Jaring insang berlapis,1674000,2,2020-02-07T00:00:00.000,2020-02-08T00:00:00.000,Kembung Perempuan [RAB],62
248844,2020,Jaring insang berlapis,8750,2,2020-02-08T00:00:00.000,2020-02-09T00:00:00.000,Kembung Perempuan [RAB],35
249603,2020,Jaring insang berlapis,351000,2,2020-02-17T00:00:00.000,2020-02-18T00:00:00.000,Kembung Perempuan [RAB],13
249607,2020,Jaring insang berlapis,594000,2,2020-02-17T00:00:00.000,2020-02-18T00:00:00.000,Kembung Perempuan [RAB],22
249639,2020,Jaring insang berlapis,225000,2,2020-02-18T00:00:00.000,2020-02-19T00:00:00.000,Kembung Perempuan [RAB],9
249691,2020,Jaring insang berlapis,378000,2,2020-02-19T00:00:00.000,2020-02-20T00:00:00.000,Kembung Perempuan [RAB],14
249695,2020,Jaring insang berlapis,445500,2,2020-02-19T00:00:00.000,2020-02-20T00:00:00.000,Kembung Perempuan [RAB],165
249734,2020,Jaring insang berlapis,378000,2,2020-02-20T00:00:00.000,2020-02-21T00:00:00.000,Kembung Perempuan [RAB],14
249737,2020,Jaring insang berlapis,486000,2,2020-02-20T00:00:00.000,2020-02-21T00:00:00.000,Kembung Perempuan [RAB],18
249787,2020,Jaring insang berlapis,351000,2,2020-02-21T00:00:00.000,2020-02-22T00:00:00.000,Kembung Perempuan [RAB],13
249792,2020,Jaring insang berlapis,513000,2,2020-02-21T00:00:00.000,2020-02-22T00:00:00.000,Kembung Perempuan [RAB],19
249821,2020,Jaring insang berlapis,100000,2,2020-02-22T00:00:00.000,2020-02-23T00:00:00.000,Kembung Perempuan [RAB],5
249831,2020,Jaring insang berlapis,170000,2,2020-02-22T00:00:00.000,2020-02-23T00:00:00.000,Kembung Perempuan [RAB],85
249888,2020,Jaring insang berlapis,264500,2,2020-02-23T00:00:00.000,2020-02-24T00:00:00.000,Kembung Perempuan [RAB],115
249890,2020,Jaring insang berlapis,299000,2,2020-02-23T00:00:00.000,2020-02-24T00:00:00.000,Kembung Perempuan [RAB],13
249924,2020,Jaring insang berlapis,770000,2,2020-02-24T00:00:00.000,2020-02-25T00:00:00.000,Kembung Perempuan [RAB],385
249925,2020,Jaring insang berlapis,800000,2,2020-02-24T00:00:00.000,2020-02-25T00:00:00.000,Kembung Perempuan [RAB],40
250000,2020,Jaring insang berlapis,736000,2,2020-02-26T00:00:00.000,2020-02-27T00:00:00.000,Kembung Perempuan [RAB],32
250068,2020,Jaring insang berlapis,440000,2,2020-03-05T00:00:00.000,2020-03-06T00:00:00.000,Kembung Perempuan [RAB],22
250070,2020,Jaring insang berlapis,560000,2,2020-03-05T00:00:00.000,2020-03-06T00:00:00.000,Kembung Perempuan [RAB],28
250087,2020,Jaring insang berlapis,1220000,2,2020-03-12T00:00:00.000,2020-03-13T00:00:00.000,Kembung Perempuan [RAB],61
250126,2020,Jaring insang berlapis,684000,2,2020-03-15T00:00:00.000,2020-03-16T00:00:00.000,Kembung Perempuan [RAB],38
250202,2020,Jaring insang berlapis,684000,2,2020-03-16T00:00:00.000,2020-03-17T00:00:00.000,Kembung Perempuan [RAB],36
250208,2020,Jaring insang berlapis,1064000,2,2020-03-16T00:00:00.000,2020-03-17T00:00:00.000,Kembung Perempuan [RAB],56
250292,2020,Jaring insang berlapis,540000,2,2020-03-17T00:00:00.000,2020-03-18T00:00:00.000,Kembung Perempuan [RAB],27
250294,2020,Jaring insang berlapis,690000,2,2020-03-17T00:00:00.000,2020-03-18T00:00:00.000,Kembung Perempuan [RAB],345
250374,2020,Jaring insang berlapis,380000,2,2020-03-18T00:00:00.000,2020-03-19T00:00:00.000,Kembung Perempuan [RAB],19
250377,2020,Jaring insang berlapis,540000,2,2020-03-18T00:00:00.000,2020-03-19T00:00:00.000,Kembung Perempuan [RAB],27
250439,2020,Jaring insang berlapis,530000,2,2020-03-19T00:00:00.000,2020-03-20T00:00:00.000,Kembung Perempuan [RAB],265
250511,2020,Jaring insang berlapis,323000,2,2020-03-20T00:00:00.000,2020-03-21T00:00:00.000,Kembung Perempuan [RAB],17
250521,2020,Jaring insang berlapis,627000,2,2020-03-20T00:00:00.000,2020-03-21T00:00:00.000,Kembung Perempuan [RAB],33
250524,2020,Jaring insang berlapis,912000,2,2020-03-20T00:00:00.000,2020-03-21T00:00:00.000,Kembung Perempuan [RAB],48
250595,2020,Jaring insang berlapis,480000,2,2020-03-21T00:00:00.000,2020-03-22T00:00:00.000,Kembung Perempuan [RAB],24
250598,2020,Jaring insang berlapis,740000,2,2020-03-21T00:00:00.000,2020-03-22T00:00:00.000,Kembung Perempuan [RAB],37
250762,2020,Jaring insang berlapis,494000,2,2020-03-23T00:00:00.000,2020-03-24T00:00:00.000,Kembung Perempuan [RAB],26
250766,2020,Jaring insang berlapis,646000,2,2020-03-23T00:00:00.000,2020-03-24T00:00:00.000,Kembung Perempuan [RAB],34
250768,2020,Jaring insang berlapis,779000,2,2020-03-23T00:00:00.000,2020-03-24T00:00:00.000,Kembung Perempuan [RAB],41
250846,2020,Jaring insang berlapis,480000,2,2020-03-24T00:00:00.000,2020-03-25T00:00:00.000,Kembung Perempuan [RAB],24
250847,2020,Jaring insang berlapis,500000,2,2020-03-24T00:00:00.000,2020-03-25T00:00:00.000,Kembung Perempuan [RAB],25
250947,2020,Jaring insang berlapis,540000,2,2020-03-25T00:00:00.000,2020-03-26T00:00:00.000,Kembung Perempuan [RAB],27
250950,2020,Jaring insang berlapis,720000,2,2020-03-25T00:00:00.000,2020-03-26T00:00:00.000,Kembung Perempuan [RAB],36
251028,2020,Jaring insang berlapis,740000,2,2020-03-26T00:00:00.000,2020-03-27T00:00:00.000,Kembung Perempuan [RAB],37
251030,2020,Jaring insang berlapis,800000,2,2020-03-26T00:00:00.000,2020-03-27T00:00:00.000,Kembung Perempuan [RAB],40
251031,2020,Jaring insang berlapis,960000,2,2020-03-26T00:00:00.000,2020-03-27T00:00:00.000,Kembung Perempuan [RAB],48
251093,2020,Jaring insang berlapis,640000,2,2020-03-27T00:00:00.000,2020-03-28T00:00:00.000,Kembung Perempuan [RAB],32
251095,2020,Jaring insang berlapis,860000,2,2020-03-27T00:00:00.000,2020-03-28T00:00:00.000,Kembung Perempuan [RAB],43
251096,2020,Jaring insang berlapis,960000,2,2020-03-27T00:00:00.000,2020-03-28T00:00:00.000,Kembung Perempuan [RAB],48
251187,2020,Jaring insang berlapis,738000,2,2020-03-28T00:00:00.000,2020-03-29T00:00:00.000,Kembung Perempuan [RAB],41
251189,2020,Jaring insang berlapis,1015200,2,2020-03-28T00:00:00.000,2020-03-29T00:00:00.000,Kembung Perempuan [RAB],564
251292,2020,Jaring insang berlapis,648000,2,2020-03-29T00:00:00.000,2020-03-30T00:00:00.000,Kembung Perempuan [RAB],36
251295,2020,Jaring insang berlapis,666000,2,2020-03-29T00:00:00.000,2020-03-30T00:00:00.000,Kembung Perempuan [RAB],37
251386,2020,Jaring insang berlapis,480000,2,2020-03-30T00:00:00.000,2020-03-31T00:00:00.000,Kembung Perempuan [RAB],24
251388,2020,Jaring insang berlapis,500000,2,2020-03-30T00:00:00.000,2020-03-31T00:00:00.000,Kembung Perempuan [RAB],25
251463,2020,Jaring insang berlapis,360000,2,2020-03-31T00:00:00.000,2020-04-01T00:00:00.000,Kembung Perempuan [RAB],18
251471,2020,Jaring insang berlapis,468000,2,2020-03-31T00:00:00.000,2020-04-01T00:00:00.000,Kembung Perempuan [RAB],26
251472,2020,Jaring insang berlapis,486000,2,2020-03-31T00:00:00.000,2020-04-01T00:00:00.000,Kembung Perempuan [RAB],27
251533,2020,Jaring insang berlapis,530000,2,2020-04-01T00:00:00.000,2020-04-02T00:00:00.000,Kembung Perempuan [RAB],265
251611,2020,Jaring insang berlapis,387000,2,2020-04-02T00:00:00.000,2020-04-03T00:00:00.000,Kembung Perempuan [RAB],215
251616,2020,Jaring insang berlapis,522000,2,2020-04-02T00:00:00.000,2020-04-03T00:00:00.000,Kembung Perempuan [RAB],29
251703,2020,Jaring insang berlapis,504000,2,2020-04-03T00:00:00.000,2020-04-04T00:00:00.000,Kembung Perempuan [RAB],28
251704,2020,Jaring insang berlapis,594000,2,2020-04-03T00:00:00.000,2020-04-04T00:00:00.000,Kembung Perempuan [RAB],33
251791,2020,Jaring insang berlapis,414000,2,2020-04-04T00:00:00.000,2020-04-05T00:00:00.000,Kembung Perempuan [RAB],23
251792,2020,Jaring insang berlapis,540000,2,2020-04-04T00:00:00.000,2020-04-05T00:00:00.000,Kembung Perempuan [RAB],30
251805,2020,Pukat hela dasar berpapan,77000,1,2020-04-06T00:00:00.000,2020-04-06T00:00:00.000,Bawal Putih,14
251816,2020,Pukat hela dasar berpapan,121000,1,2020-04-06T00:00:00.000,2020-04-06T00:00:00.000,Bawal Putih,22
251878,2020,Jaring insang berlapis,630000,2,2020-04-05T00:00:00.000,2020-04-06T00:00:00.000,Kembung Perempuan [RAB],35
251879,2020,Jaring insang berlapis,882000,2,2020-04-05T00:00:00.000,2020-04-06T00:00:00.000,Kembung Perempuan [RAB],49
251882,2020,Jaring insang berlapis,1120000,2,2020-04-05T00:00:00.000,2020-04-06T00:00:00.000,Kembung Perempuan [RAB],56
251966,2020,Jaring insang berlapis,477000,2,2020-04-07T00:00:00.000,2020-04-08T00:00:00.000,Kembung Perempuan [RAB],265
251971,2020,Pukat hela dasar berpapan,40000,1,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,Bawal Putih,5
251972,2020,Pukat hela dasar berpapan,40000,1,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,Bawal Putih,5
251973,2020,Pukat hela dasar berpapan,40000,1,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,Bawal Putih,5
252067,2020,Jaring insang berlapis,558000,2,2020-04-08T00:00:00.000,2020-04-09T00:00:00.000,Kembung Perempuan [RAB],31
252070,2020,Pukat hela dasar berpapan,40000,1,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,Bawal Putih,5
252071,2020,Pukat hela dasar berpapan,40000,1,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,Bawal Putih,5
252072,2020,Pukat hela dasar berpapan,80000,1,2020-04-10T00:00:00.000,2020-04-10T00:00:00.000,Bawal Putih,1
252135,2020,Jaring insang berlapis,414000,2,2020-04-09T00:00:00.000,2020-04-10T00:00:00.000,Kembung Perempuan [RAB],23
252137,2020,Jaring insang berlapis,540000,2,2020-04-09T00:00:00.000,2020-04-10T00:00:00.000,Kembung Perempuan [RAB],30
252220,2020,Jaring insang berlapis,586800,2,2020-04-14T00:00:00.000,2020-04-15T00:00:00.000,Kembung Perempuan [RAB],326
252222,2020,Jaring insang berlapis,930000,2,2020-04-14T00:00:00.000,2020-04-15T00:00:00.000,Kembung Perempuan [RAB],465
252223,2020,Jaring insang berlapis,846000,2,2020-04-14T00:00:00.000,2020-04-15T00:00:00.000,Kembung Perempuan [RAB],47
252340,2020,Jaring insang berlapis,700000,2,2020-05-01T00:00:00.000,2020-05-02T00:00:00.000,Kembung Perempuan [RAB],35
252341,2020,Jaring insang berlapis,820000,2,2020-05-01T00:00:00.000,2020-05-02T00:00:00.000,Kembung Perempuan [RAB],41
252430,2020,Jaring insang berlapis,558000,2,2020-05-02T00:00:00.000,2020-05-03T00:00:00.000,Kembung Perempuan [RAB],31
252431,2020,Jaring insang berlapis,702000,2,2020-05-02T00:00:00.000,2020-05-03T00:00:00.000,Kembung Perempuan [RAB],39
252505,2020,Jaring insang berlapis,486000,2,2020-05-03T00:00:00.000,2020-05-04T00:00:00.000,Kembung Perempuan [RAB],27
252506,2020,Jaring insang berlapis,612000,2,2020-05-03T00:00:00.000,2020-05-04T00:00:00.000,Kembung Perempuan [RAB],34
252585,2020,Jaring insang berlapis,570000,2,2020-05-04T00:00:00.000,2020-05-05T00:00:00.000,Kembung Perempuan [RAB],285
